"Data","IPEDS ID","Year","NCAA Subdivision","FBS Conference","Total Expenses","Excess Transfers Back","Other Expenses","Medical","Competition Guarantees...10","Recruiting","Game Expenses and Travel","Facilities and Equipment","Coaches Compensation","Support and Admin Compensation w/Severance","Athletic Student Aid","Total Revenues","Other Revenue","Corporate Sponsorship, Advertising, Licensing","Donor Contributions","Competition Guarantees...21","NCAA/Conference Distributions, Media Rights, and Post-Season Football","Ticket Sales","Institutional/Government Support","Student Fees","Total Academic Spending (University-Wide)","Total Football Spending","Total Football Coaching Salaries","Athletics Related Debt","Annual Debt Service, Leases and Rental Fees on Athletic Facilities"
"Oklahoma State University",207388,2015,"Football Bowl Subdivision","Big 12 Conference",93144396,0,23920060,781318,1266852,1050904,8272223,19492058,15868332,13169543,9323106,95931739,6249724,3744016,21621715,3697920,31697074,21126079,4619109,3176102,615984482,19523281,6987651,83755000,6702000
"Oklahoma State University",207388,2016,"Football Bowl Subdivision","Big 12 Conference",92926534,0,13570904,995294,1674856,891067,10880829,19829999,16751348,18136096,10196141,93672676,2965662,3857283,17931099,503179,37844327,22019465,4844208,3707453,662710346,19445963,7016670,79218000,7730000
"Oklahoma State University",207388,2017,"Football Bowl Subdivision","Big 12 Conference",89833094,0,17596569,1219200,1535834,1018635,10853773,18474736,16285646,15477192,7371509,91644865,6974952,4691361,15573414,115256,40937723,19679074,0,3673085,603043930,19321071,7791143,75448000,7098000
"Oklahoma State University",207388,2018,"Football Bowl Subdivision","Big 12 Conference",88228667,0,13940309,1374672,1146945,1817717,11214258,15811309,18373484,17093328,7456645,88516367,3723368,4773327,22286824,576668,40861884,16204830,0,89466,596302057,22467863,9201203,71649000,6903023
"Oklahoma State University",207388,2019,"Football Bowl Subdivision","Big 12 Conference",95008483,0,11384709,1016901,1979832,1770395,11496039,20317972,20571085,18699865,7771685,95335482,3220571,5622993,24736163,223972,47532932,13911211,0,87640,604769515,24289694,10164504,67815000,6810000
"Oklahoma State University",207388,2020,"Football Bowl Subdivision","Big 12 Conference",92501090,0,10553547,1008446,1127749,1235392,10092448,19742236,21292178,19803959,7645135,93608058,2369108,5111755,26274941,685480,45599209,13482554,0,85011,636851073,24398875,10555845,59302000,8487000
"Oklahoma State University",207388,2021,"Football Bowl Subdivision","Big 12 Conference",78691353,0,7156042,1334807,409163,335213,6853272,18708029,18622949,17587104,7684774,64498660,-4617051,4533997,21292146,0,38887857,4149296,2e+05,52415,644083925,18693885,9202113,60486733,4240859
"Oklahoma State University",207388,2022,"Football Bowl Subdivision","Big 12 Conference",103317156,0,11900093,1092273,1541226,1272975,13343210,22378376,25149764,18083234,8556005,104404398,2859286,5300494,19600676,612769,50139540,12882021,12934006,75606,NA,29271573,12981319,56738167,4581661
"Oregon State University",209542,2005,"Football Bowl Subdivision","Pacific-12 Conference",36106183,0,9010273,520478,1326210,609572,5812057,1208153,5717408,5108235,6793797,37245356,614566,1347440,13348937,1768498,7373740,6224823,5072056,1495296,437838403.55,10175665,2431916,NA,NA
"Oregon State University",209542,2006,"Football Bowl Subdivision","Pacific-12 Conference",55324993,0,7021047,705924,1350640,798179,4817866,21184677,6590471,5766929,7089260,53601943,2130154,1334395,12596548,1489317,7939225,6995844,19621476,1494984,485420974.66,8136245,2487374,59896182,3700000
"Oregon State University",209542,2007,"Football Bowl Subdivision","Pacific-12 Conference",54910688,0,7118702,756202,2313934,833277,7130134,15958690,7682656,6516435,6600658,52471427,1732851,1954097,15646473,990901,9000710,8986521,12664890,1494984,492409118.83,11740804,2851211,NA,NA
"Oregon State University",209542,2008,"Football Bowl Subdivision","Pacific-12 Conference",52128314,0,7563491,809225,1508771,720132,6541296,13598551,7710158,6316240,7360450,52875339,2989994,2453774,16614611,2029041,10119378,8469533,8995105,1203903,497636335,12799376,3038428,83491333,6128725
"Oregon State University",209542,2009,"Football Bowl Subdivision","Pacific-12 Conference",54576139,0,7927861,698708,2052102,833232,6169118,13981051,8638795,6648956,7626316,53142889,2583455,2923147,11829544,1842309,12385984,10139347,9325885,2113218,547585813,12529608,3349770,88244377,6706060
"Oregon State University",209542,2010,"Football Bowl Subdivision","Pacific-12 Conference",52669946,0,7657973,860200,1743089,709283,4869241,13586580,8888666,6638192,7716722,55613345,2446848,3122989,16439009,2103896,11014231,9525756,8817914,2142702,570696264,11981026,3355424,84039888,6825725
"Oregon State University",209542,2011,"Football Bowl Subdivision","Pacific-12 Conference",54589335,0,6779238,902278,2930096,790647,4640293,14403648,9536189,6685194,7921752,55544015,2220139,2911202,9535722,2278149,11242768,10389424,14688891,2277720,624089121,12282221,3734387,88685221,6663074
"Oregon State University",209542,2012,"Football Bowl Subdivision","Pacific-12 Conference",57819032,0,7402948,1076575,2223221,912982,4785132,15644359,10073958,7244134,8455723,58706837,2258326,3338901,9816920,2252586,12771534,9541151,16285197,2442222,674593873,11903213,3729593,84949591,7319218
"Oregon State University",209542,2013,"Football Bowl Subdivision","Pacific-12 Conference",64185065,0,9054938,1088604,1148205,1071164,7385100,16690157,11100562,7750772,8895563,65467970,2974200,2228364,12658820,531020,23895692,10909633,9704893,2565348,712297802,13792592,4519863,93264488,7467398
"Oregon State University",209542,2014,"Football Bowl Subdivision","Pacific-12 Conference",73020003,0,11341775,1230001,1276363,1031851,6662974,17866745,11776500,12382568,9451226,63301794,3026501,3183927,10670196,340000,23715403,10080314,9782622,2502831,753194432,14355659,4497771,88808128,8008200
"Oregon State University",209542,2015,"Football Bowl Subdivision","Pacific-12 Conference",72557984,0,14942600,618953,1135178,1607311,5456347,16413763,12921849,9947519,9514464,64876006,3674455,5418755,9817033,420574,27623817,10978823,4440000,2502549,755588168,14770240,5003667,81715133,8087888
"Oregon State University",209542,2016,"Football Bowl Subdivision","Pacific-12 Conference",77667683,0,14545902,557481,1433214,1528605,6210912,15831336,13713772,13499749,10346712,72731247,7177330,7569802,8805109,1561614,29900793,10469199,4650200,2597200,862640177,15745810,5610563,77624656,9041300
"Oregon State University",209542,2017,"Football Bowl Subdivision","Pacific-12 Conference",82730626,0,14212250,695842,1566084,1535651,7253478,21277901,15224305,10762844,10202271,78959875,5561288,8884197,9785111,470000,33785541,13346970,4453200,2673568,857977908,16354488,5978927,73309754,7535127
"Oregon State University",209542,2018,"Football Bowl Subdivision","Pacific-12 Conference",88600330,0,12920236,2031214,1659963,1443224,7680769,22168010,16083039,14681780,9932095,80712000,7526521,7695860,10181730,253000,33935105,11356592,7089624,2673568,906385819,17323269,6135180,72808952,4822000
"Oregon State University",209542,2019,"Football Bowl Subdivision","Pacific-12 Conference",82364021,0,10424966,1277404,1271362,1621877,9263287,18535026,15845353,13619646,10505100,82058386,3805180,8203013,10121214,1980000,35220845,10916409,9232198,2579527,950639079,20107059,5814152,71161552,4882000
"Oregon State University",209542,2020,"Football Bowl Subdivision","Pacific-12 Conference",77034653,0,10133427,1294435,1822220,1137217,6791673,15243274,16114301,13696132,10801974,72448232,1998759,7501576,7197114,558500,36641118,7775093,8196546,2579526,998169214,21931124,6326915,70011171,3347279
"Oregon State University",209542,2021,"Football Bowl Subdivision","Pacific-12 Conference",68585989,0,10838433,1549017,256372,1104642,4384877,13056768,15599718,11749006,10047156,47341469,830874,5629884,5945931,30000,22818559,99415,9473486,2513320,1006471144,15023170,5809832,63543240,5403889
"Oregon State University",209542,2022,"Football Bowl Subdivision","Pacific-12 Conference",87729627,0,10325308,1399723,1674468,1816733,11586012,16229168,20272084,14487847,9938284,83480015,2277000,8222413,9800013,203000,42407562,9447886,8465812,2656329,NA,22272842,8034647,61451636,3772536
"Pennsylvania State University",495767,2005,"Football Bowl Subdivision","Big Ten Conference",60218635,0,12332255,1595935,877500,936697,6368190,17129964,6616593,6280944,8080557,60785496,8072296,4618077,13733690,254000,10737529,23369904,0,0,1892771000,8072104,0,6.5e+07,4e+06
"Pennsylvania State University",495767,2006,"Football Bowl Subdivision","Big Ten Conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981106000,NA,NA,NA,NA
"Pennsylvania State University",495767,2007,"Football Bowl Subdivision","Big Ten Conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014184000,NA,NA,NA,NA
"Pennsylvania State University",495767,2008,"Football Bowl Subdivision","Big Ten Conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2218431000,NA,NA,NA,NA
"Pennsylvania State University",495767,2009,"Football Bowl Subdivision","Big Ten Conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2360299000,NA,NA,NA,NA
"Pennsylvania State University",495767,2010,"Football Bowl Subdivision","Big Ten Conference",88041921,0,13363029,2557712,2185000,966812,9970555,24830369,11632238,10488960,12047246,106614724,14608666,5984967,20993951,5000,23185325,41836815,0,0,2558460000,14071560,0,54233779,3892779
"Pennsylvania State University",495767,2011,"Football Bowl Subdivision","Big Ten Conference",101336483,0,17399085,2427234,1563200,1147852,10424622,30443765,14098568,11543088,12289069,116118025,14227489,5517643,34286648,203000,26248787,35634458,0,0,2535025000,15049592,0,51936329,3572170
"Pennsylvania State University",495767,2012,"Football Bowl Subdivision","Big Ten Conference",107389258,0,20351703,2512253,1819000,1428050,11285041,24717253,18572357,13889290,12814311,108252281,15796484,4444416,25504557,153000,27624289,34729535,0,0,2114614686,18380701,0,50198888,2878546
"Pennsylvania State University",495767,2013,"Football Bowl Subdivision","Big Ten Conference",110737200,0,20960690,2814994,2799500,1694982,9723426,21202465,20023614,16706444,14811085,104751464,15264113,5086773,24480517,241000,26283182,33395879,0,0,2134747345,18780930,0,48383590,2852984
"Pennsylvania State University",495767,2014,"Football Bowl Subdivision","Big Ten Conference",117440639,0,21167211,2935471,2108300,2453381,11227618,22008530,22746542,17576628,15216958,117590990,22722306,4890787,24169749,35500,27765756,38006892,0,0,2141479205,30300992,10602752,46479619,2854686
"Pennsylvania State University",495767,2015,"Football Bowl Subdivision","Big Ten Conference",122271407,0,21758491,2796208,2414000,1997753,14436458,19649538,23675506,19793130,15750323,125720619,17199055,7599351,27700192,652500,35532118,37037403,0,0,2298445600,33528252,11226373,49684630,2967487
"Pennsylvania State University",495767,2016,"Football Bowl Subdivision","Big Ten Conference",129349149,0,15460636,2580157,3827200,2161721,16076997,22120516,24724443,23568592,18828887,132248076,21520734,12754339,26183278,269801,36331547,35188377,0,0,2401838948,35647905,11327633,63032146,2917693
"Pennsylvania State University",495767,2017,"Football Bowl Subdivision","Big Ten Conference",138724055,0,13657695,2150521,2418276,2464121,17947008,29108233,25458059,25435405,20084737,144017055,23306271,13772177,30779975,3e+05,40357928,35500704,0,0,2544770270,39791466,11426104,60455231,3835917
"Pennsylvania State University",495767,2018,"Football Bowl Subdivision","Big Ten Conference",155184697,0,15636587,2009560,3448700,2708778,19273512,35363980,29816321,26666050,20261209,165373214,24038287,13890649,34917579,8500,54330817,38187382,0,0,2591113960,45219641,14196742,58057318,3845450
"Pennsylvania State University",495767,2019,"Football Bowl Subdivision","Big Ten Conference",160369805,0,16118123,1832140,2706470,3071453,20398836,32934668,32412937,30035090,20860088,164529326,22202585,14890040,31499197,339000,54629945,40968559,0,0,2629682390,46240016,15764741,54850575,3845450
"Pennsylvania State University",495767,2020,"Football Bowl Subdivision","Big Ten Conference",157908311,0,16199897,1848176,3889750,2444161,19762641,30672073,33293914,28123851,21673848,165077390,22138418,13911850,30494428,0,55520424,43012270,0,0,3400436000,48768610,18482095,99818308,4840780
"Pennsylvania State University",495767,2021,"Football Bowl Subdivision","Big Ten Conference",130050505,0,11977948,1624985,92000,836322,7772950,27601371,32123782,26730801,21290346,106159518,28310421,13820055,22483488,0,42574553,-1028999,0,0,3092025000,36069157,17521278,121913943,11819572
"Pennsylvania State University",495767,2022,"Football Bowl Subdivision","Big Ten Conference",170542050,0,18944857,2260502,2412327,3154165,24459781,32555142,32502673,31890038,22362565,181227448,26063003,14612870,39248059,0,56624859,44678657,0,0,NA,57627338,16187012,88257779,36765320
"Purdue University",243780,2005,"Football Bowl Subdivision","Big Ten Conference",51500109,0,8422545,589909,3869747,727809,5180801,12082682,6568760,8068212,5989644,51325446,4223633,2241648,13724374,456950,15194995,14806753,677093,0,926551579,13368124,2857359,NA,NA
"Purdue University",243780,2006,"Football Bowl Subdivision","Big Ten Conference",51826232,0,8261221,730609,4051954,853044,4836237,10631371,6662489,9259076,6540231,51720353,6294442,2878071,13530574,397980,14302077,14308815,8394,0,970451789,12249633,2769348,60490000,4765762
"Purdue University",243780,2007,"Football Bowl Subdivision","Big Ten Conference",55786246,0,8214385,949998,4195012,730457,6488266,11248219,7302411,9739029,6918469,57757409,5924112,4234348,12454805,1792300,17799319,15544705,7820,0,1015510226,14505047,2083308,57040000,5920688
"Purdue University",243780,2008,"Football Bowl Subdivision","Big Ten Conference",59217169,0,7957731,902449,4737443,1110998,6773554,11073521,8715227,10714586,7231660,64253784,7340630,5058518,10411973,1091710,22753996,17596957,0,0,1111609392,15631155,2570227,NA,NA
"Purdue University",243780,2009,"Football Bowl Subdivision","Big Ten Conference",57707608,0,7654002,913297,1733183,1229240,6283422,11691987,9239526,11216995,7745956,60082091,5313266,5521793,11551725,5e+05,19755122,17440185,0,0,1221958481,12726563,3508993,NA,NA
"Purdue University",243780,2010,"Football Bowl Subdivision","Big Ten Conference",58365143,0,7059904,739605,1562673,1004252,6273139,12752314,8866263,11529594,8577399,61653561,5586130,5264293,12732548,406167,21077257,16587166,0,0,1263315896,11878980,2875181,101960000,6698578
"Purdue University",243780,2011,"Football Bowl Subdivision","Big Ten Conference",59429383,0,6116138,998680,1657105,954543,7103064,12101393,9045897,12089898,9362665,66202493,7034847,5349136,13401804,450000,24091539,15875167,0,0,1299525810,12483396,2973639,132130000,7212092
"Purdue University",243780,2012,"Football Bowl Subdivision","Big Ten Conference",68056269,0,7525633,1005156,2221700,952434,7803969,15399630,10524401,13027523,9595823,70624394,6272005,5650897,15907447,850000,26140584,15803461,0,0,1350970437,13948588,3163116,128250000,8976342
"Purdue University",243780,2013,"Football Bowl Subdivision","Big Ten Conference",74628002,0,8598400,1095313,2123714,1141492,8357033,16429060,11661765,14992856,10228369,72379392,6658991,5756946,17187187,1600000,27171779,14004489,0,0,1392688197,17719595,4133549,124175000,8977342
"Purdue University",243780,2014,"Football Bowl Subdivision","Big Ten Conference",74604756,0,7733390,1073865,2085413,1143853,7496757,17617747,12532279,14176286,10745166,71372206,5887667,6453081,15281636,4e+05,28928744,14421078,0,0,1458413902,15377439,4887403,133320000,8888112
"Purdue University",243780,2015,"Football Bowl Subdivision","Big Ten Conference",76150390,1730056,9370707,1321979,2178583,1311414,8376990,14860437,12809714,13640654,10549856,75637694,5750695,6790581,17531381,1200000,34532997,9832040,0,0,1381693913,15663882,4950739,115536687,10086998
"Purdue University",243780,2016,"Football Bowl Subdivision","Big Ten Conference",80376885,1597932,11218291,1038872,2132991,1332529,7332589,15521911,13759144,15477823,10964803,78699976,5619844,6864189,19000750,325000,36917204,9972989,0,0,1512474690,16951809,5426255,208995000,8973406
"Purdue University",243780,2017,"Football Bowl Subdivision","Big Ten Conference",87209495,1500000,9960623,1109735,2054817,1544913,8027403,16390826,16105191,19292469,11223518,84841133,7141375,6413658,21679168,125000,40259741,9222191,0,0,1579236429,26680356,6984009,208190000,5642697
"Purdue University",243780,2018,"Football Bowl Subdivision","Big Ten Conference",96676957,1500000,9877347,1098548,1466313,1459650,10235121,20399903,18383226,20744312,11512537,103092204,7319523,6675136,19363687,525000,57216910,11991948,0,0,1621245218,27230929,8563135,202350000,14623081
"Purdue University",243780,2019,"Football Bowl Subdivision","Big Ten Conference",103526477,1500000,11541126,1299233,1830437,1881065,11103629,21962682,21495870,19462420,11450015,110844907,8085138,6761218,23676863,0,59218124,13103564,0,0,1728058317,27342141,10569672,194600000,16129852
"Purdue University",243780,2020,"Football Bowl Subdivision","Big Ten Conference",100101396,1089364,10609630,1397084,1155537,1585612,8446156,24108607,20885563,19595282,11228561,102223618,7416524,7076094,17451307,4e+05,55668058,14211635,0,0,1696905855,23815344,10669358,152245000,49719843
"Purdue University",243780,2021,"Football Bowl Subdivision","Big Ten Conference",82282743,0,5877497,1257190,175179,296506,4764904,21979293,18616479,17187631,12128064,74183342,6077685,6214950,17400737,0,45050837,-560867,0,0,1720055081,18822482,9229104,137295000,13036513
"Purdue University",243780,2022,"Football Bowl Subdivision","Big Ten Conference",93025810,0,11315488,1132363,907712,1883962,10029394,14632163,20526514,20788382,11809832,115139432,10230934,8626703,16911593,5e+05,62252588,16617614,0,0,NA,24857827,10074017,137295000,3303238
"Rutgers, The State University of New Jersey-New Brunswick",186380,2005,"Football Bowl Subdivision","Big East Conference",37997629,0,6375470,1620306,1240300,606634,4288437,3166454,7501605,6893741,6304682,37997629,3415527,1036803,4251944,897500,4814360,3699541,14567049,5314905,945097560,10731676,2191322,0,0
"Rutgers, The State University of New Jersey-New Brunswick",186380,2006,"Football Bowl Subdivision","Big East Conference",41824257,0,6415682,1661280,1213284,619391,5540602,4016339,8483764,7275748,6598167,41192258,4080915,1168352,4863963,807000,6234164,3845565,14384303,5807996,989777720,13191330,2721705,0,0
"Rutgers, The State University of New Jersey-New Brunswick",186380,2007,"Football Bowl Subdivision","Big East Conference",44819848,0,6495048,2005130,1543122,604174,6357918,4026728,9331583,7520674,6935471,43886496,3749926,1055719,5814041,949500,7470416,4549838,13849266,6447790,1012785280,15747670,3758121,0,0
"Rutgers, The State University of New Jersey-New Brunswick",186380,2008,"Football Bowl Subdivision","Big East Conference",51748813,0,8538684,1886691,1708226,697539,7599904,3827636,11389518,8407467,7693148,52012491,4207541,1021608,7554789,734000,7904157,8353115,15256553,6980728,1110692460,18779278,5014163,2.5e+07,0
"Rutgers, The State University of New Jersey-New Brunswick",186380,2009,"Football Bowl Subdivision","Big East Conference",58354222,0,9307864,1669145,2043571,772380,7763947,6260710,11941181,10161170,8434254,58513863,4645833,1600756,7951689,804000,7998219,9780816,17937921,7794629,1194360340,22414351,4991068,9.5e+07,2e+06
"Rutgers, The State University of New Jersey-New Brunswick",186380,2010,"Football Bowl Subdivision","Big East Conference",64203255,0,8368306,2079817,2224950,699737,7898251,11284512,12447067,10246768,8953847,64203255,4219757,1545527,9198611,825000,9156101,12390580,18426587,8441092,1244127780,26833762,5275871,1e+08,6e+06
"Rutgers, The State University of New Jersey-New Brunswick",186380,2011,"Football Bowl Subdivision","Big East Conference",60190100,0,6126464,1906788,2578000,718843,6732190,12409178,12060783,8099702,9558152,60190100,3718986,1067969,7657866,3585078,6354691,9329987,19443173,9032350,1266198080,19510550,5699041,97655000,6089000
"Rutgers, The State University of New Jersey-New Brunswick",186380,2012,"Football Bowl Subdivision","Big East Conference",64038720,0,6850869,2052695,2135000,724732,8347560,12513304,11566113,9551567,10296880,64038720,3649995,2660407,9013610,9e+05,9773663,10044989,18477322,9518734,1347149300,21338849,4988467,95350000,5941454
"Rutgers, The State University of New Jersey-New Brunswick",186380,2013,"Football Bowl Subdivision","Big East Conference",78989475,0,20166655,2088704,2192943,858692,8708388,11366581,11222549,11982678,10402285,78989475,4570328,2046662,6131982,950000,9511703,8782103,37118708,9877989,1194194400,19753420,4329772,92985000,6040406
"Rutgers, The State University of New Jersey-New Brunswick",186380,2014,"Football Bowl Subdivision","American Athletic Conference",76656339,0,16726511,2482998,1868000,969251,9947427,12510549,11226988,10301115,10623500,76656339,4512678,7678049,8113992,275000,9269466,10466489,26017575,10323090,2008426000,19699664,3416960,90555000,4952146
"Rutgers, The State University of New Jersey-New Brunswick",186380,2015,"Football Bowl Subdivision","Big Ten Conference",70558935,0,10332980,2553927,1625745,1265686,9440157,13083310,11500591,9442477,11314062,70558935,4908898,6390207,9886024,462000,11262350,13845553,12939997,10863906,1974609000,18660865,3756340,88060000,4895187
"Rutgers, The State University of New Jersey-New Brunswick",186380,2016,"Football Bowl Subdivision","Big Ten Conference",83974159,0,13064553,2628232,1217000,1268907,10273634,16180307,13983250,12459301,12898975,83974159,14643752,6279407,8980761,218500,11483214,13757852,17188776,11421897,1956816000,25174838,5520939,85500000,4830940
"Rutgers, The State University of New Jersey-New Brunswick",186380,2017,"Football Bowl Subdivision","Big Ten Conference",99193280,0,7708879,1895558,1941500,1694126,10835103,21502002,16663015,22946479,14006618,96883027,19106168,5664841,8125201,422500,17652638,12824201,21320750,11766728,2275655000,27702376,6096416,82870000,5665000
"Rutgers, The State University of New Jersey-New Brunswick",186380,2018,"Football Bowl Subdivision","Big Ten Conference",102518486,0,6499067,1384737,2923728,1881103,12217973,21111250,18205764,21469893,16824971,100745386,16995236,6163955,9161713,29500,27649568,10764623,18086588,11894203,2333115000,26868608,6777665,80170000,5573000
"Rutgers, The State University of New Jersey-New Brunswick",186380,2019,"Football Bowl Subdivision","Big Ten Conference",103167344,0,6178344,1530659,2746136,2064150,11959873,23116101,20045400,19965917,15560764,103251280,19868535,6140882,7303315,162555,29380920,10535678,17697804,12161591,2422076000,27084872,7694112,77390000,7335023
"Rutgers, The State University of New Jersey-New Brunswick",186380,2020,"Football Bowl Subdivision","Big Ten Conference",114203981,0,7600720,1477669,2904599,1606398,11433885,27274269,21471359,25152582,15282500,103642415,23960438,7032680,4613715,84000,31019014,8414231,15864239,12654098,2499791000,33400119,8907000,74530000,11245459
"Rutgers, The State University of New Jersey-New Brunswick",186380,2021,"Football Bowl Subdivision","Big Ten Conference",118394474,0,9070903,3037505,225000,319228,7787940,30279967,25760518,24537073,17376340,87992302,2370981,3259310,7884587,0,31580145,14105,32337340,10545834,2398197000,33122635,12187225,58515000,12717396
"Rutgers, The State University of New Jersey-New Brunswick",186380,2022,"Football Bowl Subdivision","Big Ten Conference",138439077,0,11580422,2430712,1163331,2861252,16295591,31489067,30281436,23621944,18715322,109601529,6343582,7524131,9005919,430000,49214268,13049333,11199216,12835080,NA,43644477,13573733,56235000,15657819
"Texas A & M University",228723,2005,"Football Bowl Subdivision","Big 12 Conference",58873096,0,12513730,559833,1023584,1017780,5829493,11099702,10162691,12000060,4666223,64180453,6891061,2745923,17559797,269000,11143189,24732135,839348,0,1259315920,13384354,4173855,53670025,4208488
"Texas A & M University",228723,2006,"Football Bowl Subdivision","Big 12 Conference",61459536,0,12159897,611804,1354776,910434,6100644,12342372,10591626,12091098,5296885,70713549,7523770,3148059,23310634,303000,9758610,26294476,375000,0,1266878297,13656099,4139959,51217879,4761403
"Texas A & M University",228723,2007,"Football Bowl Subdivision","Big 12 Conference",70377179,0,14457373,595255,2314533,990038,8072887,13445634,11452825,13490101,5558533,73664352,8343031,8864669,13133059,174000,11496136,27863458,3790000,0,1312618874,NA,NA,NA,NA
"Texas A & M University",228723,2008,"Football Bowl Subdivision","Big 12 Conference",77426317,0,16284192,736423,2791535,939973,8574397,12911325,11597811,18152872,5437790,92476146,8333980,9224632,28341873,305500,12861347,30144815,3264000,0,1510876431,19064170,4074541,NA,NA
"Texas A & M University",228723,2009,"Football Bowl Subdivision","Big 12 Conference",77812183,0,15906743,625629,2261264,933375,6802922,14694264,14117627,16488515,5981844,98121411,8832259,9224113,32943519,305000,12004939,30348202,4463380,0,1565250451,16164234,4472293,53965423,6567423
"Texas A & M University",228723,2010,"Football Bowl Subdivision","Big 12 Conference",75941926,0,14861216,668154,2559417,827430,7102146,14452716,13275290,15536764,6658793,82774133,8188243,9681091,20512889,35000,11900472,32456438,0,0,1717280858,16600812,4413423,50059128,6501949
"Texas A & M University",228723,2011,"Football Bowl Subdivision","Big 12 Conference",78310805,0,16054561,629031,2246232,855789,7517257,15431333,13522958,15180937,6872707,87296532,9514378,10763462,18059015,54000,16123824,32771997,9856,0,1650243165,15560215,4523951,45810059,6610911
"Texas A & M University",228723,2012,"Football Bowl Subdivision","Big 12 Conference",81792118,0,17195295,618627,1802898,1025080,7303433,14465577,14288292,17973421,7119495,119702222,9967740,10679289,53388379,62000,5379073,35025741,5200000,0,1659417286,17929882,5163113,41382516,6580180
"Texas A & M University",228723,2013,"Football Bowl Subdivision","Southeastern Conference",85114588,0,16453267,552757,2070167,1295315,9130659,15492988,15798376,16820845,7500214,93957906,9988116,11253156,15291423,437000,21161803,35235435,590973,0,1797028699,18066604,6235114,41556950,5473123
"Texas A & M University",228723,2014,"Football Bowl Subdivision","Southeastern Conference",95663483,0,18304434,692357,4228170,1354382,10360897,17245418,18409833,17351915,7716077,119475872,11393278,11077963,36312515,83658,22618960,36748041,1241457,0,2166733088,23725571,8467934,308269067,7879527
"Texas A & M University",228723,2015,"Football Bowl Subdivision","Southeastern Conference",109313651,0,24017912,1021152,3651946,1496425,10559040,23019272,19797191,17739908,8010805,192608876,7609395,14872042,92062837,245000,31994435,45825167,0,0,2325612600,23828299,9311857,303172001,8149882
"Texas A & M University",228723,2016,"Football Bowl Subdivision","Southeastern Conference",137101774,0,20829808,879693,4427575,2114802,14786300,42479958,23054315,18825049,9704274,194388450,8335845,17413984,75457474,3742599,41653875,47784673,0,0,2476537798,29945769,10386819,292687515,24300616
"Texas A & M University",228723,2017,"Football Bowl Subdivision","Southeastern Conference",146546229,0,19741879,844023,4000617,2665281,15021427,48368784,24691747,20306078,10906393,211960034,8370291,19035380,93134590,584204,43377031,47458538,0,0,2565020842,31078111,10870661,307576015,23930371
"Texas A & M University",228723,2018,"Football Bowl Subdivision","Southeastern Conference",165782418,0,25546310,851544,3976183,3036727,15319580,43515260,33267147,29135776,11133891,212399426,8364737,19203004,94175383,553588,45715926,44386788,0,0,2614070380,48633953,18667171,317333045,23271881
"Texas A & M University",228723,2019,"Football Bowl Subdivision","Southeastern Conference",169012456,0,31607644,956431,4437530,3169123,16236603,45159924,32811463,23284272,11349466,212748002,10610752,19993589,85421679,15000,47446976,49260006,0,0,2716218672,42803202,17610204,322297565,24265658
"Texas A & M University",228723,2020,"Football Bowl Subdivision","Southeastern Conference",159136624,0,22932932,1077065,3524469,2565646,13397054,45953685,32899762,25419268,11366743,166736120,5097441,17888437,47907221,22500,48019465,47801056,0,0,2973594196,40626376,17284934,303844905,22915738
"Texas A & M University",228723,2021,"Football Bowl Subdivision","Southeastern Conference",141824256,0,19037073,1159128,705260,1008816,11439916,38941845,31470601,25658245,12403372,161870328,7146205,14384647,47772619,35500,80516722,12014635,0,0,2958908504,36655978,16486754,289176100,20219827
"Texas A & M University",228723,2022,"Football Bowl Subdivision","Southeastern Conference",177671900,0,29512890,1618038,4318979,5016633,18859901,40080833,36100612,28531074,13632940,193139619,14289272,21692857,54204110,1218927,51110166,50624287,0,0,NA,46083050,17153655,279370000,22095578
"Texas Tech University",229115,2005,"Football Bowl Subdivision","Big 12 Conference",46287452,0,3747774,334656,640000,693413,4601767,17217254,6801014,7645465,4606109,47961420,2913108,4059691,16829350,250000,8959901,9764216,2515912,2669242,359510437,17848380,2754958,109388516,11827612
"Texas Tech University",229115,2006,"Football Bowl Subdivision","Big 12 Conference",52853607,0,3791573,659804,1329142,832286,5184812,16642229,11081589,8562014,4770158,49501530,2332527,4456926,17792269,0,8221527,10572015,3512926,2613340,392329433,18668051,3272809,104553089,11789596
"Texas Tech University",229115,2007,"Football Bowl Subdivision","Big 12 Conference",51502786,0,4292384,595712,795500,883662,5222878,17047644,8497183,9106011,5061812,54118372,2514754,6698576,18634305,409834,8749655,11205790,3280718,2624740,407672949,18477680,3678584,98307229,11789596
"Texas Tech University",229115,2008,"Football Bowl Subdivision","Big 12 Conference",51275866,0,4101649,445544,700700,946452,6245921,14782015,8946035,9708028,5399522,52599785,2357201,5163138,16853242,553000,9618264,12173191,3243305,2638444,427901649,19689583,3944151,93970042,9623450
