"Data","IPEDS ID","Year","NCAA Subdivision","FBS Conference","Total Expenses","Excess Transfers Back","Other Expenses","Medical","Competition Guarantees...10","Recruiting","Game Expenses and Travel","Facilities and Equipment","Coaches Compensation","Support and Admin Compensation w/Severance","Athletic Student Aid","Total Revenues","Other Revenue","Corporate Sponsorship, Advertising, Licensing","Donor Contributions","Competition Guarantees...21","NCAA/Conference Distributions, Media Rights, and Post-Season Football","Ticket Sales","Institutional/Government Support","Student Fees","Total Academic Spending (University-Wide)","Total Football Spending","Total Football Coaching Salaries","Athletics Related Debt","Annual Debt Service, Leases and Rental Fees on Athletic Facilities"
"University of Oregon",209551,2012,"Football Bowl Subdivision","Pacific-12 Conference",89709350,0,10779886,1094513,3954973,1339601,6304558,25628466,16251606,14752442,9603305,94635829,10796860,8193749,32387615,2172741,15259362,23349642,951816,1524044,566319497,19402937,7280142,230961277,19484893
"University of Oregon",209551,2013,"Football Bowl Subdivision","Pacific-12 Conference",94972708,0,11658761,1216954,3174711,1379885,6574695,25777955,16883297,18184497,10121953,115241070,14618228,7139085,46627597,18500,19243125,25257158,813332,1524045,571980035,21045182,8006698,233239157,19243594
"University of Oregon",209551,2014,"Football Bowl Subdivision","Pacific-12 Conference",110378432,0,15158028,1259107,1670720,1527949,7159259,37178430,16283951,20181572,9959416,196030398,11334871,7900297,124927474,415000,22671751,26625906,440000,1715099,599398228,29222176,6795242,227796849,19285555
"University of Oregon",209551,2015,"Football Bowl Subdivision","Pacific-12 Conference",103880557,0,8760575,1470266,2153602,1514081,7485231,33787607,17055191,20683211,10970793,105701523,14350605,10291157,27037513,16283,26147951,25848889,440000,1569125,602894543,20724336,7467964,224451159,19133680
"University of Oregon",209551,2016,"Football Bowl Subdivision","Pacific-12 Conference",110202688,0,7182136,1496140,2227766,1585697,10828805,35590287,17661099,21343908,12286850,111701175,14592561,10318689,28036119,309100,30677365,25745016,453200,1569125,716899739,23594213,7135989,220114828,18812191
"University of Oregon",209551,2017,"Football Bowl Subdivision","Pacific-12 Conference",119945650,0,8037920,1574883,1659643,1732153,9599971,37313899,19363704,28539574,12123903,145417315,13799142,14964035,55713539,1010100,33166944,26492333,271222,0,699322917,28912047,7663944,213966484,19288682
"University of Oregon",209551,2018,"Football Bowl Subdivision","Pacific-12 Conference",119811239,0,7676858,1357824,2536571,1878901,10211631,39370851,23256629,20260415,13261559,122541827,18020391,19205113,24958572,350000,33467886,26299267,240598,0,746061136,27875265,10391529,207882801,18406985
"University of Oregon",209551,2019,"Football Bowl Subdivision","Pacific-12 Conference",128943543,0,9508099,1612694,3984905,2284430,12297526,37889111,23830567,24217017,13319194,127508498,14882185,17936742,34135608,10000,35745901,24345138,452924,0,750046102,34724839,10991865,201456668,18406652
"University of Oregon",209551,2020,"Football Bowl Subdivision","Pacific-12 Conference",120884588,0,6042927,1492072,2026452,1418307,11136887,36330911,25443353,22635103,14358576,391769609,9312735,17744697,298501081,3720000,36225110,25869436,396550,0,774189558,32734039,12002417,194661236,18409883
"University of Oregon",209551,2021,"Football Bowl Subdivision","Pacific-12 Conference",101243145,0,4609566,2287765,250495,656777,6282327,29959184,24121131,18547968,14527932,117521817,2537466,13570058,79136880,1000,21647109,119443,509861,0,790086644,24569707,11410351,188131853,17745990
"University of Oregon",209551,2022,"Football Bowl Subdivision","Pacific-12 Conference",140565297,0,10924099,1653194,2375099,2580785,14463861,39775490,30450356,24343232,13999181,153510555,21900900,22136653,40282784,3608000,40693457,24357945,530816,0,NA,40726930,15128555,181218960,17746019
"University of South Carolina",218663,2005,"Football Bowl Subdivision","Southeastern Conference",48935414,0,9110716,760582,1966398,743295,5290639,8456519,7807938,7902736,6896591,46280330,5809053,1621490,16247202,1157349,9317077,11273772,280000,574387,523070939,10331418,2923820,30636666,13406894
"University of South Carolina",218663,2006,"Football Bowl Subdivision","Southeastern Conference",53098347,0,7683765,730282,2294826,754831,5623789,10140006,7959550,9881486,8029812,52058257,6426574,1857787,16295776,844000,11864116,13892489,280000,597515,564985746,13191604,2945350,27928823,NA
"University of South Carolina",218663,2007,"Football Bowl Subdivision","Southeastern Conference",57167414,0,6524867,851681,1908052,745043,7267434,13154793,8179174,10268727,8267643,60544531,7565788,2173742,17390312,257500,13041672,18918142,0,1197375,596694176,14656554,2991555,NA,NA
"University of South Carolina",218663,2008,"Football Bowl Subdivision","Southeastern Conference",64516437,0,6990618,904001,1359042,878556,7196156,17683922,9318658,11144532,9040952,66545953,10261380,2983978,18039591,310000,12141346,20821727,0,1987931,637160740,14330240,3569265,NA,NA
"University of South Carolina",218663,2009,"Football Bowl Subdivision","Southeastern Conference",75597812,0,7142245,1104472,1736246,849408,9996298,21934635,10271296,13318777,9244435,76117140,8867293,3304160,24537424,257500,15363924,21688752,0,2098087,594872565,20544570,4229424,68327902,3298014
"University of South Carolina",218663,2010,"Football Bowl Subdivision","Southeastern Conference",78295030,0,8957861,1232552,1811278,920211,9381693,21746703,10870798,13128686,10245248,79879193,9970614,3098527,23987283,253337,21378286,19044853,0,2146293,616149053,22796732,4520795,82789845,23819110
"University of South Carolina",218663,2011,"Football Bowl Subdivision","Southeastern Conference",80525711,0,10939018,1075008,2571236,859063,11808717,17968498,13289795,13545690,8468686,83813226,10904201,3068423,24393202,328500,23107123,19763502,0,2248275,645279658,22482479,5889468,112923321,35266404
"University of South Carolina",218663,2012,"Football Bowl Subdivision","Southeastern Conference",84963037,0,11406297,1105995,2240439,950181,12459544,16938466,13851603,17174132,8836380,87608352,12544633,3578562,25165877,303500,23627727,20049785,0,2338268,677917271,22197204,6150724,124563640,13686684
"University of South Carolina",218663,2013,"Football Bowl Subdivision","Southeastern Conference",89097412,0,12053671,907314,2084388,1103215,12218937,19748725,15870043,16048729,9062390,90484422,14765573,4107225,25887641,256500,22843433,20086353,0,2537697,724037829,24975717,7075280,121915000,8162102
"University of South Carolina",218663,2014,"Football Bowl Subdivision","Southeastern Conference",95762786,0,13165803,931642,1587843,1198126,13125706,17435794,18277553,17609608,12430711,98619479,13703123,4267844,30203751,302500,23163539,21346746,3039303,2592673,767889095,26187352,8116353,119250000,8136628
"University of South Carolina",218663,2015,"Football Bowl Subdivision","Southeastern Conference",107430044,0,12142066,1051062,2770495,1325408,13702994,25354205,18998278,19038098,13047438,113172545,14632565,4143324,31209408,103000,33125333,29958915,0,0,807992014,28478476,8595598,154750000,8140728
"University of South Carolina",218663,2016,"Football Bowl Subdivision","Southeastern Conference",116735510,0,11518464,1132894,1250668,1479494,13945254,29719019,20460660,22380107,14848950,122331092,18004125,4535817,30346425,5041500,39166979,25236246,0,0,839441630,29970031,9630318,151270000,10751736
"University of South Carolina",218663,2017,"Football Bowl Subdivision","Southeastern Conference",129317382,0,10072651,1456789,3370318,1950364,17386783,34966070,19689343,24311754,16113310,136032845,16020824,9522931,38810243,1000,43659607,28018240,0,0,900500211,34794858,7761186,186280000,10381840
"University of South Carolina",218663,2018,"Football Bowl Subdivision","Southeastern Conference",134863557,0,10097752,1703227,1734904,2128667,17040164,37198484,22753376,25788235,16418748,140084150,17143905,9633727,38059706,2441916,44193324,28611572,0,0,898330683,33317644,9564090,178200000,12146836
"University of South Carolina",218663,2019,"Football Bowl Subdivision","Southeastern Conference",136879732,0,8815892,1670156,3451563,2128748,15588309,33270005,24581434,27971776,19401849,140695659,23247691,10610643,31763030,5000,46362912,28706383,0,0,928595892,36606779,11037536,173600000,12734673
"University of South Carolina",218663,2020,"Football Bowl Subdivision","Southeastern Conference",133776318,0,10458861,1826018,2945922,1366984,13061698,34933765,25187611,28906096,15089363,133011012,20436495,7406314,25724220,2355654,46119345,30968984,0,0,963521981,34170806,11176866,167545000,13972531
"University of South Carolina",218663,2021,"Football Bowl Subdivision","Southeastern Conference",130364709,0,6081519,3731914,116536,372977,10879031,28335633,24374598,40578682,15893819,135157386,7336440,11870232,14130910,21851,75993960,9977137,15826856,0,952198513,43854572,10468102,162830000,12354796
"University of South Carolina",218663,2022,"Football Bowl Subdivision","Southeastern Conference",144815377,0,9769669,1349381,2339079,2113801,16818223,34239558,26470487,33503658,18211521,142210807,19389141,8669665,33833869,310000,54619422,24301862,1086848,0,952198513,37272775,9821724,169360000,11925903
"University of Utah",230764,2005,"Football Bowl Subdivision","Mountain West Conference",21311639,0,2030303,400553,695125,408149,4083169,1693760,4537221,2830207,4633152,25506145,1224539,98100,3668651,321573,7219234,6971262,2671796,3330990,983791000,6917088,1625784,NA,NA
"University of Utah",230764,2006,"Football Bowl Subdivision","Mountain West Conference",24477346,0,4076288,342938,470353,546606,3813280,2226000,5343629,3403275,4254977,25046766,2459714,75769,4876238,271000,3134133,7692268,3058901,3478743,1059353000,6985956,2214605,0,0
"University of Utah",230764,2007,"Football Bowl Subdivision","Mountain West Conference",26328003,0,3671058,343230,517000,496101,4360487,3019975,5253798,3580735,5085619,25913332,2000983,401719,4554345,364000,4345600,7386628,3301654,3558403,1126557000,8161549,2164667,NA,NA
"University of Utah",230764,2008,"Football Bowl Subdivision","Mountain West Conference",27928663,0,4782368,452076,504818,571332,4229328,2623488,6009370,3763571,4992312,27447140,2117743,1899841,4887461,504500,3745121,7179957,3479363,3633154,1151682000,8947125,2400289,1e+07,1125000
"University of Utah",230764,2009,"Football Bowl Subdivision","Mountain West Conference",31302138,0,5319440,458442,274565,631415,5025267,2701014,6613125,4721308,5557562,32026436,1955273,2041903,5213246,995000,6239295,7873997,3988518,3719204,1218601000,10423458,2968754,8810000,1190000
"University of Utah",230764,2010,"Football Bowl Subdivision","Mountain West Conference",31742827,0,4319039,534522,666637,689478,4529647,2862574,7171708,4860752,6108470,30882390,2239955,1798128,5750835,492250,4175348,7887230,4369890,4168754,1275403000,10660873,3017818,7545000,1265000
"University of Utah",230764,2011,"Football Bowl Subdivision","Mountain West Conference",36846478,0,6276294,567226,779949,753608,4712527,3465165,7626743,6105489,6559477,38091538,2295338,2716878,7600616,1549029,4154554,10393556,3968970,5412597,1366529000,11781103,3379792,4e+05,3545000
"University of Utah",230764,2012,"Football Bowl Subdivision","Pacific-12 Conference",43719503,0,5954878,665769,1085659,1096031,5923775,4381039,9618557,7458814,7534981,40838218,2417875,3106605,8361527,379458,5302325,11287925,3969621,6012882,1467865000,15713226,4696792,3e+06,1006328
"University of Utah",230764,2013,"Football Bowl Subdivision","Pacific-12 Conference",49520152,0,8067264,904910,1101796,1184050,6047549,4787260,10114828,9278226,8034269,46855283,3299483,3351855,7457524,20838,10446957,12039126,4184344,6055156,1548004000,15670497,4841174,25195000,1988488
"University of Utah",230764,2014,"Football Bowl Subdivision","Pacific-12 Conference",50531606,0,7663816,993694,911016,1063552,5790721,4297544,11313635,10404171,8093457,56470310,2764716,3391602,9967838,281834,16523190,13679024,3778955,6083151,1588031000,16062071,5638864,50212538,2049525
"University of Utah",230764,2015,"Football Bowl Subdivision","Pacific-12 Conference",58734014,0,8418150,1017228,1819245,1139212,6923536,6836233,13349206,10563234,8667970,62441552,3312056,3759182,7978494,1181384,24310041,13100456,2873927,5926012,1723572000,18817619,5839925,76555586,2047675
"University of Utah",230764,2016,"Football Bowl Subdivision","Pacific-12 Conference",78051971,0,12712422,929368,1731777,1595398,9679783,13250701,15425501,12043784,10683237,79447512,3357119,5400513,8549247,446979,32796954,16976245,5835686,6084769,1816032000,24727560,6781096,79208469,3843365
"University of Utah",230764,2017,"Football Bowl Subdivision","Pacific-12 Conference",81620307,0,13146275,1205884,1376128,1878142,9825811,12495897,17286516,13717436,10688218,83672639,4197819,5544140,9031413,369046,35011216,17097290,6364677,6057038,1864887000,26761391,7565305,75022912,4177853
"University of Utah",230764,2018,"Football Bowl Subdivision","Pacific-12 Conference",87578834,0,15425441,1092534,1549419,1964161,9942324,13427178,19170085,14113610,10894082,91386593,4146103,9927600,9638735,539436,36030558,18730043,6417276,5956842,1903948000,29808363,9088760,47696330,4644965
"University of Utah",230764,2019,"Football Bowl Subdivision","Pacific-12 Conference",96000514,0,15750579,1262213,1667039,1981083,10657668,14528256,20609929,17199033,12344714,99526695,4726319,12150918,12399426,465000,37259417,19931102,6615020,5979493,2071457000,31061561,9796049,45135410,4644345
"University of Utah",230764,2020,"Football Bowl Subdivision","Pacific-12 Conference",95185806,0,13640312,989821,1367578,1433471,10075289,14054915,23167963,18381373,12075084,97217204,2913798,11610979,11931812,367000,38945635,18498658,6907784,6041538,2081126000,33317718,11795175,42928194,4640015
"University of Utah",230764,2021,"Football Bowl Subdivision","Pacific-12 Conference",82056884,0,9086677,2129204,222009,302545,4895932,14617137,19762762,18794320,12246298,51021217,1196453,7578142,8014646,8000,21579858,29620,6681429,5933069,2244553000,22975592,9887970,111836274,8114050
"University of Utah",230764,2022,"Football Bowl Subdivision","Pacific-12 Conference",111880434,0,17262115,1269083,1305727,1987511,11523244,19979274,24245391,21494539,12813550,115719266,4680988,8365175,28843990,613000,44412634,15286819,7375102,6141558,NA,40071987,13843569,106176947,9994199
"University of Virginia",234076,2005,"Football Bowl Subdivision","Atlantic Coast Conference",59825403,0,6086992,869469,2106998,858505,5701621,16292371,7300864,12454031,8154552,63060540,2508654,1890353,27849391,1320314,10184701,11334095,0,7973032,827631951,16812582,2495502,4.5e+07,3e+06
"University of Virginia",234076,2006,"Football Bowl Subdivision","Atlantic Coast Conference",51591398,0,6313739,865281,1961785,1235161,6282217,6064285,9785621,10307368,8775941,52898726,2949527,2240604,14567256,1358402,10502068,12153501,0,9127368,806610712,14032284,4062600,6.5e+07,5e+06
"University of Virginia",234076,2007,"Football Bowl Subdivision","Atlantic Coast Conference",64852417,0,9368984,1010152,2082800,1112027,7729281,12405962,9896811,10729539,10516861,64069968,3061163,3852105,21940069,1553960,10154426,13651620,0,9856625,861139811,17145138,3751370,60800792,4867712
"University of Virginia",234076,2008,"Football Bowl Subdivision","Atlantic Coast Conference",65838543,0,9016015,1285514,2270958,1280853,9729955,10189885,10558573,11939088,9567702,64396612,3009038,3561647,18933467,1556651,11321126,14895325,0,11119358,929300418,18532848,4130222,NA,NA
"University of Virginia",234076,2009,"Football Bowl Subdivision","Atlantic Coast Conference",63696905,0,4917227,1384919,2586000,1180624,8386876,8127518,12281643,12945086,11887012,67141171,2692414,3838732,21553464,1517606,11873073,13791680,0,11874202,984285986,17226350,4457701,56100000,4900000
"University of Virginia",234076,2010,"Football Bowl Subdivision","Atlantic Coast Conference",70870412,0,7654186,1197710,1401418,884372,8183686,11040717,13001200,15822927,11684196,81841633,2588989,6968961,33975775,275000,11428793,14444012,0,12160103,1052701638,15927675,4345888,57466897,5024342
